curr_total_commitment,curr_ibrd_commitment,curr_ida_commitment,id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,projectstatusdisplay,project_name,board_approval_month,totalamt,countrycode,countryshortname,p2a_updated_date,theme1,totalcommamt,approvalfy,source,mjthemecode,teamleadname,boardapprovaldate,closingdate,url,proj_and_ln_country,mjtheme_namecode,p2a_flag,prodlinetext,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,projectdocs,sector1.Name,sector1.Percent,country_namecode,supplementprojectflg,borrower,impagency,ln_country_id,ln_country_id_desc,grantamt,sector,sectorcode,sector_namecode,mjsector_namecode,sector2.Name,sector2.Percent,sector3.Name,sector3.Percent,theme_list,envassesmentcategorycode,theme2,themecode,theme_namecode,theme3,theme4
39.009854,0,0,P174012,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Active,Enhancing Early Learning Project,,0,['ZM'],Zambia,2021-11-18 00:00:00.0,!$!0,"39,010,000",,['IBRD'],2,"Hongyu Yang,Girma Woldetsadik",,6/30/2025 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P174012,['ZM'],"[{'name': '', 'code': '2'}]",Y,Recipient Executed Activities,0,0,"39,010,000",Active,L,[],Early Childhood Education,85,39009854!$!ZM,N,Republic of Zambia,Ministry of General Education,['ZM'],['Zambia'],"39,010,000","[{'Name': 'Public Administration - Education'}, {'Name': 'Early Childhood Education'}]","['EC', 'EF']","[{'name': 'Public Administration - Education', 'code': 'EF'}, {'name': 'Early Childhood Education', 'code': 'EC'}]","[{'name': 'Education', 'code': 'EX'}, {'name': 'Education', 'code': 'EX'}]",Public Administration - Education,15.0,,,"[{'name': 'Environment and Natural Resource Management', 'code': '80', 'seqno': '6', 'percent': '51', 'theme2': [{'name': 'Climate change', 'code': '81', 'seqno': '7', 'percent': '51', 'theme3': [{'name': 'Adaptation', 'code': '812', 'seqno': '15', 'percent': '51'}]}]}, {'name': 'Human Development and Gender', 'code': '60', 'seqno': '3', 'percent': '100', 'theme2': [{'name': 'Education', 'code': '65', 'seqno': '5', 'percent': '100', 'theme3': [{'name': 'Standards, Curriculum and Textbooks', 'code': '657', 'seqno': '13', 'percent': '41'}, {'name': 'Education Facilities', 'code': '658', 'seqno': '14', 'percent': '64'}, {'name': 'Access to Education', 'code': '651', 'seqno': '9', 'percent': '33'}, {'name': 'Education Governance, School-Based Management', 'code': '656', 'seqno': '12', 'percent': '31'}, {'name': 'Teachers', 'code': '654', 'seqno': '10', 'percent': '38'}, {'name': 'Student Assessment', 'code': '655', 'seqno': '11', 'percent': '18'}]}, {'name': 'Gender', 'code': '61', 'seqno': '4', 'percent': '36'}]}, {'name': 'Social Development and Protection', 'code': '50', 'seqno': '1', 'percent': '21', 'theme2': [{'name': 'Social Inclusion', 'code': '51', 'seqno': '2', 'percent': '21', 'theme3': [{'name': 'Participation and Civic Engagement', 'code': '513', 'seqno': '8', 'percent': '21'}]}]}]",,,,,,
20,0,20,P095193,Eastern and Southern Africa,['Republic of Zambia'],PE,Specific Investment Loan,IN,Dropped,Support to Decentralization Implementation Program (SUDIP),,"20,000,000",['ZM'],Zambia,,Other social development!$!13!$!62,"20,000,000",,['IBRD'],"7,6,6,10,7",Mirey Ovadiya,,,https://projects.worldbank.org/en/projects-operations/project-detail/P095193,['ZM'],"[{'name': 'Social dev/gender/inclusion', 'code': '7'}, {'name': 'Social protection and risk management', 'code': '6'}, {'name': 'Social protection and risk management', 'code': '6'}, {'name': 'Rural development', 'code': '10'}, {'name': 'Social dev/gender/inclusion', 'code': '7'}]",,IBRD/IDA,"20,000,000",0,"100,000,000",Dropped,L,[],Social Protection,40,100000000!$!ZM,N,,,['ZM'],['Zambia'],,"[{'Name': 'Roads and highways'}, {'Name': 'Other Water Supply, Sanitation and Waste Management'}, {'Name': 'Primary Education'}, {'Name': 'Health'}, {'Name': 'Social Protection'}]","['SA', 'HG', 'EP', 'WZ', 'TA']","[{'name': 'Roads and highways', 'code': 'TA'}, {'name': 'Other Water Supply, Sanitation and Waste Management', 'code': 'WZ'}, {'name': 'Primary Education', 'code': 'EP'}, {'name': 'Health', 'code': 'HG'}, {'name': 'Social Protection', 'code': 'SA'}]","[{'name': 'Transportation', 'code': 'TX'}, {'name': 'Water, Sanitation and Waste Management', 'code': 'WX'}, {'name': 'Education', 'code': 'EX'}, {'name': 'Health', 'code': 'HX'}, {'name': 'Social Protection', 'code': 'SX'}]",Health,20.0,Primary Education,20.0,"[{'name': 'Urban and Rural Development', 'code': '70', 'seqno': '10', 'percent': '25', 'theme2': [{'name': 'Rural Development', 'code': '72', 'seqno': '11', 'percent': '25', 'theme3': [{'name': 'Rural Infrastructure and service delivery', 'code': '723', 'seqno': '12', 'percent': '25'}]}]}, {'name': 'Social Development and Protection', 'code': '50', 'seqno': '1', 'percent': '75', 'theme2': [{'name': 'Fragility, Conflict and Violence', 'code': '53', 'seqno': '8', 'percent': '1', 'theme3': [{'name': 'Forced Displacement', 'code': '533', 'seqno': '9', 'percent': '1'}]}, {'name': 'Social Protection', 'code': '52', 'seqno': '5', 'percent': '37', 'theme3': [{'name': 'Social Insurance and Pensions', 'code': '522', 'seqno': '7', 'percent': '13'}, {'name': 'Social Safety Nets', 'code': '521', 'seqno': '6', 'percent': '24'}]}, {'name': 'Social Inclusion', 'code': '51', 'seqno': '2', 'percent': '37', 'theme3': [{'name': 'Participation and Civic Engagement', 'code': '513', 'seqno': '4', 'percent': '25'}, {'name': 'Other Excluded Groups', 'code': '512', 'seqno': '3', 'percent': '12'}]}]}]",B,Rural services and infrastructure!$!25!$!78,"62,78,54,87,57","[{'name': 'Participation and civic engagement', 'code': '57'}, {'name': 'Income Support for Old Age, Disability & Survivorship', 'code': '87'}, {'name': 'Social Safety Nets/Social Assistance & Social Care Services', 'code': '54'}, {'name': 'Rural services and infrastructure', 'code': '78'}, {'name': 'Other social development', 'code': '62'}]",Social Safety Nets/Social Assistance & Social Care Services!$!24!$!54,"Income Support for Old Age, Disability & Survivorship!$!13!$!87"
100,0,100,P169384,Eastern and Southern Africa,['Republic of Zambia'],PE,Investment Project Financing,IN,Dropped,Public Sector Governance for Service Delivery Project,,"100,000,000",['ZM'],Zambia,2020-04-24 00:00:00.0,!$!0,"100,000,000",,['IBRD'],7,"Rama Krishnan Venkateswaran,Miki Matsuura,Shomikho Raha",,,https://projects.worldbank.org/en/projects-operations/project-detail/P169384,['ZM'],"[{'name': '', 'code': '7'}]",Y,IBRD/IDA,"100,000,000",0,"100,000,000",Dropped,L,[],,0,100000000!$!ZM,N,Ministry of Finance,"Office of the Auditor General, Ministry of Finance, Decentralization Secretariat, Ministry of Local Government (Overall Project Coordinator)",,,,,,,,,,,,"[{'name': 'Public Sector Management', 'code': '40', 'seqno': '2', 'percent': '0', 'theme2': [{'name': 'Public Administration', 'code': '43', 'seqno': '5', 'percent': '0', 'theme3': [{'name': 'Municipal Institution Building', 'code': '437', 'seqno': '6', 'percent': '0'}]}]}, {'name': 'Private Sector Development', 'code': '20', 'seqno': '1', 'percent': '0', 'theme2': [{'name': 'ICT', 'code': '26', 'seqno': '3', 'percent': '0', 'theme3': [{'name': 'ICT Policies', 'code': '262', 'seqno': '4', 'percent': '0'}]}]}]",,,,,,
30,0,0,P147343,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Closed,Public Financial Management Reform Program Phase I,,0,['ZM'],Zambia,2020-11-09 00:00:00.0,Tax policy and administration!$!4!$!28,"30,000,000",,['IBRD'],"2,2",Srinivas Gurazada,,12/31/2018 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P147343,['ZM'],"[{'name': 'Public sector governance', 'code': '2'}, {'name': 'Public sector governance', 'code': '2'}]",Y,Recipient Executed Activities,0,0,"30,000,000",Closed,L,[],Other Public Administration,98,30000000!$!ZM,N,Republic of Zambia,Ministry Of Finance,['ZM'],['Zambia'],"30,000,000","[{'Name': 'Central Government (Central Agencies)'}, {'Name': 'Other Public Administration'}]","['BZ', 'BC']","[{'name': 'Central Government (Central Agencies)', 'code': 'BC'}, {'name': 'Other Public Administration', 'code': 'BZ'}]","[{'name': 'Public Administration', 'code': 'BX'}, {'name': 'Public Administration', 'code': 'BX'}]",Central Government (Central Agencies),2.0,,,"[{'name': 'Public Sector Management', 'code': '40', 'seqno': '4', 'percent': '98', 'theme2': [{'name': 'Public Administration', 'code': '43', 'seqno': '8', 'percent': '48', 'theme3': [{'name': 'Transparency, Accountability and Good Governance', 'code': '432', 'seqno': '9', 'percent': '48'}]}, {'name': 'Public Finance Management', 'code': '41', 'seqno': '5', 'percent': '50', 'theme3': [{'name': 'Domestic Revenue Administration', 'code': '412', 'seqno': '7', 'percent': '2'}, {'name': 'Public Expenditure Management', 'code': '411', 'seqno': '6', 'percent': '48'}]}]}, {'name': 'Economic Policy', 'code': '10', 'seqno': '1', 'percent': '2', 'theme2': [{'name': 'Fiscal Policy', 'code': '11', 'seqno': '2', 'percent': '2', 'theme3': [{'name': 'Tax policy', 'code': '114', 'seqno': '3', 'percent': '2'}]}]}]",C,"Public expenditure, financial management and procurement!$!96!$!27","28,27","[{'name': 'Public expenditure, financial management and procurement', 'code': '27'}, {'name': 'Tax policy and administration', 'code': '28'}]",,
0,0,0,P508305,Eastern and Southern Africa,['Republic of Zambia'],PE,Investment Project Financing,IN,Pipeline,Skills Training for Resilience and Industry-Valued Employment Project,,0,['ZM'],Zambia,2024-11-15 00:00:00.0,!$!0,0,,['IBRD'],11,"Diego Angel-Urdinola,Blerta Qerimi,Martin Elias De Simone",,,https://projects.worldbank.org/en/projects-operations/project-detail/P508305,['ZM'],"[{'name': '', 'code': '11'}]",Y,IBRD/IDA,0,0,0,Pipeline,L,[],,0,,,,,,,,,,,,,,,,,,,,,,
100,0,100,P178792,Eastern and Southern Africa,['Republic of Zambia'],PE,Investment Project Financing,IN,Dropped,"Green, Resilient and Transformational Tourism Development Project (GREAT-TDP)",,"100,000,000",['ZM'],Zambia,2022-10-28 00:00:00.0,!$!0,"100,000,000",,['IBRD'],10,Ngao Mubanga,,,https://projects.worldbank.org/en/projects-operations/project-detail/P178792,['ZM'],"[{'name': '', 'code': '10'}]",Y,IBRD/IDA,"100,000,000",0,"100,000,000",Dropped,L,[],,0,100000000!$!ZM,N,THE REPUBLIC OF ZAMBIA,Ministry of Finance and National Planning (MoFNP),,,,,,,,,,,,,,,,,,
1.5,0,0,P121986,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Active,Zambia Pilot Program for Climate Resilience - Phase I,,0,['ZM'],Zambia,2024-12-08 00:00:00.0,Natural disaster management!$!30!$!52,0,,['IBRD'],"11,6",Teresa Sofia Urbano M De Bettencourt,,,https://projects.worldbank.org/en/projects-operations/project-detail/P121986,['ZM'],"[{'name': 'Environment and natural resources management', 'code': '11'}, {'name': 'Social protection and risk management', 'code': '6'}]",Y,Recipient Executed Activities,0,0,"1,500,000",Active,L,[],"Other Water Supply, Sanitation and Waste Management",34,1500000!$!ZM,N,,,['ZM'],['Zambia'],,"[{'Name': 'Other Transportation'}, {'Name': 'Other Agriculture, Fishing and Forestry'}, {'Name': 'Other Water Supply, Sanitation and Waste Management'}]","['WZ', 'AZ', 'TZ']","[{'name': 'Other Transportation', 'code': 'TZ'}, {'name': 'Other Agriculture, Fishing and Forestry', 'code': 'AZ'}, {'name': 'Other Water Supply, Sanitation and Waste Management', 'code': 'WZ'}]","[{'name': 'Transportation', 'code': 'TX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}, {'name': 'Water, Sanitation and Waste Management', 'code': 'WX'}]","Other Agriculture, Fishing and Forestry",33.0,Other Transportation,33.0,"[{'name': 'Environment and Natural Resource Management', 'code': '80', 'seqno': '9', 'percent': '70', 'theme2': [{'name': 'Climate change', 'code': '81', 'seqno': '10', 'percent': '70', 'theme3': [{'name': 'Mitigation', 'code': '811', 'seqno': '11', 'percent': '70'}]}]}, {'name': 'Urban and Rural Development', 'code': '70', 'seqno': '4', 'percent': '24', 'theme2': [{'name': 'Disaster Risk Management', 'code': '75', 'seqno': '5', 'percent': '24', 'theme3': [{'name': 'Disaster Preparedness', 'code': '753', 'seqno': '8', 'percent': '8'}, {'name': 'Disaster Risk Reduction', 'code': '752', 'seqno': '7', 'percent': '8'}, {'name': 'Disaster Response and Recovery', 'code': '751', 'seqno': '6', 'percent': '8'}]}]}, {'name': 'Finance', 'code': '30', 'seqno': '1', 'percent': '8', 'theme2': [{'name': 'Finance for Development', 'code': '33', 'seqno': '2', 'percent': '8', 'theme3': [{'name': 'Disaster Risk Finance', 'code': '331', 'seqno': '3', 'percent': '8'}]}]}]",B,Climate change!$!70!$!81,"52,81","[{'name': 'Climate change', 'code': '81'}, {'name': 'Natural disaster management', 'code': '52'}]",,
4,0,0,P074258,Eastern and Southern Africa,['Republic of Zambia'],GE,Specific Investment Loan,IN,Closed,SEED Biodiversity,,0,['ZM'],Zambia,,Pollution management and environmental health!$!33!$!84,"4,000,000",,['IBRD'],"11,3,4,11",Jean-Michel G. Pavy,,11/30/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P074258,['ZM'],"[{'name': 'Environment and natural resources management', 'code': '11'}, {'name': 'Rule of law', 'code': '3'}, {'name': 'Financial and private sector development', 'code': '4'}, {'name': 'Environment and natural resources management', 'code': '11'}]",,Global Environment Project,0,0,"4,000,000",Closed,L,[],"Other Agriculture, Fishing and Forestry",65,4000000!$!ZM,Y,,,['ZM'],['Zambia'],"4,000,000","[{'Name': 'Central Government (Central Agencies)'}, {'Name': 'Other Industry, Trade and Services'}, {'Name': 'Other Agriculture, Fishing and Forestry'}]","['AZ', 'YZ', 'BC']","[{'name': 'Central Government (Central Agencies)', 'code': 'BC'}, {'name': 'Other Industry, Trade and Services', 'code': 'YZ'}, {'name': 'Other Agriculture, Fishing and Forestry', 'code': 'AZ'}]","[{'name': 'Public Administration', 'code': 'BX'}, {'name': 'Industry, Trade and Services', 'code': 'YX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]","Other Industry, Trade and Services",32.0,Central Government (Central Agencies),3.0,"[{'name': 'Environment and Natural Resource Management', 'code': '80', 'seqno': '7', 'percent': '66', 'theme2': [{'name': 'Renewable Natural Resources Asset Management', 'code': '83', 'seqno': '12', 'percent': '33', 'theme3': [{'name': 'Biodiversity', 'code': '834', 'seqno': '13', 'percent': '33'}]}, {'name': 'Environmental Health and Pollution Management', 'code': '82', 'seqno': '8', 'percent': '33', 'theme3': [{'name': 'Air quality management', 'code': '821', 'seqno': '9', 'percent': '11'}, {'name': 'Soil Pollution', 'code': '823', 'seqno': '11', 'percent': '11'}, {'name': 'Water Pollution', 'code': '822', 'seqno': '10', 'percent': '11'}]}]}, {'name': 'Public Sector Management', 'code': '40', 'seqno': '4', 'percent': '17', 'theme2': [{'name': 'Rule of Law', 'code': '42', 'seqno': '5', 'percent': '17', 'theme3': [{'name': 'Legal Institutions for a Market Economy', 'code': '422', 'seqno': '6', 'percent': '17'}]}]}, {'name': 'Private Sector Development', 'code': '20', 'seqno': '1', 'percent': '17', 'theme2': [{'name': 'Business Enabling Environment', 'code': '21', 'seqno': '2', 'percent': '17', 'theme3': [{'name': 'Regulation and Competition Policy', 'code': '212', 'seqno': '3', 'percent': '17'}]}]}]",C,Regulation and competition policy!$!17!$!40,"84,40,34,80","[{'name': 'Biodiversity', 'code': '80'}, {'name': 'Legal institutions for a market economy', 'code': '34'}, {'name': 'Regulation and competition policy', 'code': '40'}, {'name': 'Pollution management and environmental health', 'code': '84'}]",Legal institutions for a market economy!$!17!$!34,Biodiversity!$!33!$!80
0,0,0,P160493,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Dropped,Zambia Integrated Forest Landcape Program BioCF Grant,,0,['ZM'],Zambia,2020-11-30 00:00:00.0,Biodiversity!$!20!$!80,0,,['IBRD'],"10,11,10,11,11","Ademola Braimoh,Douglas J. Graham,Neeta Hooda",,,https://projects.worldbank.org/en/projects-operations/project-detail/P160493,['ZM'],"[{'name': 'Rural development', 'code': '10'}, {'name': 'Environment and natural resources management', 'code': '11'}, {'name': 'Rural development', 'code': '10'}, {'name': 'Environment and natural resources management', 'code': '11'}, {'name': 'Environment and natural resources management', 'code': '11'}]",Y,Recipient Executed Activities,0,0,"8,000,000",Dropped,L,[],Crops,35,8000000!$!ZM,N,Ministry of Finance,Interim Climate Change Secretariat,,,,"[{'Name': 'Other Agriculture, Fishing and Forestry'}, {'Name': 'Agricultural Extension, Research, and Other Support Activities'}, {'Name': 'Public Administration - Agriculture, Fishing & Forestry'}, {'Name': 'Forestry'}, {'Name': 'Crops'}]","['AH', 'AT', 'AK', 'AB', 'AZ']","[{'name': 'Other Agriculture, Fishing and Forestry', 'code': 'AZ'}, {'name': 'Agricultural Extension, Research, and Other Support Activities', 'code': 'AB'}, {'name': 'Public Administration - Agriculture, Fishing & Forestry', 'code': 'AK'}, {'name': 'Forestry', 'code': 'AT'}, {'name': 'Crops', 'code': 'AH'}]","[{'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}, {'name': 'Agriculture, Fishing and Forestry', 'code': 'AX'}]",Forestry,30.0,"Public Administration - Agriculture, Fishing & Forestry",15.0,"[{'name': 'Environment and Natural Resource Management', 'code': '80', 'seqno': '9', 'percent': '30', 'theme2': [{'name': 'Renewable Natural Resources Asset Management', 'code': '83', 'seqno': '12', 'percent': '20', 'theme3': [{'name': 'Biodiversity', 'code': '834', 'seqno': '13', 'percent': '20'}]}, {'name': 'Climate change', 'code': '81', 'seqno': '10', 'percent': '30', 'theme3': [{'name': 'Mitigation', 'code': '811', 'seqno': '11', 'percent': '30'}]}]}, {'name': 'Urban and Rural Development', 'code': '70', 'seqno': '4', 'percent': '38', 'theme2': [{'name': 'Rural Development', 'code': '72', 'seqno': '5', 'percent': '38', 'theme3': [{'name': 'Rural Non-farm Income Generation', 'code': '722', 'seqno': '7', 'percent': '10'}, {'name': 'Rural Markets', 'code': '721', 'seqno': '6', 'percent': '13'}, {'name': 'Land Administration and Management', 'code': '725', 'seqno': '8', 'percent': '15'}]}]}, {'name': 'Finance', 'code': '30', 'seqno': '1', 'percent': '13', 'theme2': [{'name': 'Finance for Development', 'code': '33', 'seqno': '2', 'percent': '13', 'theme3': [{'name': 'Agriculture Finance', 'code': '332', 'seqno': '3', 'percent': '13'}]}]}]",B,Climate change!$!30!$!81,"80,81,77,83,76","[{'name': 'Rural non-farm income generation', 'code': '76'}, {'name': 'Land administration and management', 'code': '83'}, {'name': 'Rural policies and institutions', 'code': '77'}, {'name': 'Climate change', 'code': '81'}, {'name': 'Biodiversity', 'code': '80'}]",Rural policies and institutions!$!25!$!77,Land administration and management!$!15!$!83
10.23,0,10.23,P501987,Eastern and Southern Africa,['Republic of Zambia'],PE,Investment Project Financing,IN,Pipeline,SMEMZ,,"10,230,000",['ZM'],Zambia,2023-09-22 00:00:00.0,!$!0,"10,230,000",,['IBRD'],2,"Ngao Mubanga,Dinara Besekei Sutton",,,https://projects.worldbank.org/en/projects-operations/project-detail/P501987,['ZM'],"[{'name': '', 'code': '2'}]",Y,IBRD/IDA,"10,230,000",0,"10,230,000",Pipeline,L,[],,0,0!$!ZM,,,,,,,,,,,,,,,,,,,,,
0.455,0,0,P178539,Eastern and Southern Africa,['Republic of Zambia'],RE,Investment Project Financing,IN,Closed,Zambia:Strengthening Public Procurement System for Economic Development,,0,['ZM'],Zambia,2024-07-08 00:00:00.0,!$!0,"460,000",,['IBRD'],10,A.N.M. Mustafizur Rahman,,6/30/2024 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P178539,['ZM'],"[{'name': '', 'code': '10'}]",Y,Recipient Executed Activities,0,0,"460,000",Closed,L,[],Central Government (Central Agencies),100,455000!$!ZM,N,Government of Republic of Zambia,Zambia Public Procurement Authority (ZPPA),['ZM'],['Zambia'],"460,000",[{'Name': 'Central Government (Central Agencies)'}],['BC'],"[{'name': 'Central Government (Central Agencies)', 'code': 'BC'}]","[{'name': 'Public Administration', 'code': 'BX'}]",,,,,"[{'name': 'Environment and Natural Resource Management', 'code': '80', 'seqno': '10', 'percent': '58', 'theme2': [{'name': 'Climate change', 'code': '81', 'seqno': '11', 'percent': '58', 'theme3': [{'name': 'Mitigation', 'code': '811', 'seqno': '18', 'percent': '58'}]}]}, {'name': 'Public Sector Management', 'code': '40', 'seqno': '6', 'percent': '100', 'theme2': [{'name': 'Data Development and Capacity Building', 'code': '44', 'seqno': '9', 'percent': '60', 'theme3': [{'name': 'Data production, accessibility and use', 'code': '441', 'seqno': '17', 'percent': '60'}]}, {'name': 'Public Administration', 'code': '43', 'seqno': '8', 'percent': '100', 'theme3': [{'name': 'Transparency, Accountability and Good Governance', 'code': '432', 'seqno': '15', 'percent': '60'}, {'name': 'E-Government, incl. e-services', 'code': '433', 'seqno': '16', 'percent': '100'}]}, {'name': 'Public Finance Management', 'code': '41', 'seqno': '7', 'percent': '100', 'theme3': [{'name': 'Public Expenditure Management', 'code': '411', 'seqno': '14', 'percent': '100'}]}]}, {'name': 'Private Sector Development', 'code': '20', 'seqno': '3', 'percent': '65', 'theme2': [{'name': 'ICT', 'code': '26', 'seqno': '5', 'percent': '65', 'theme3': [{'name': 'ICT Solutions', 'code': '261', 'seqno': '13', 'percent': '65'}]}, {'name': 'Public Private Partnerships', 'code': '23', 'seqno': '4', 'percent': '47'}]}, {'name': 'Economic Policy', 'code': '10', 'seqno': '1', 'percent': '23', 'theme2': [{'name': 'Economic Growth and Planning', 'code': '13', 'seqno': '2', 'percent': '23', 'theme3': [{'name': 'Macroeconomic & Structural Policy Modelling', 'code': '136', 'seqno': '12', 'percent': '23'}]}]}]",,,,,,
